group,fine_class,index,pred,second_choice,u,tau,margin_below_tau,max_logit,max_softmax,plausible_targets,map_label
far,mushroom,6911,deer,bird,-6.18541,-5.77559,0.409815,6.18541,0.957641,-,surprising
near,fox,2518,deer,dog,-6.18178,-5.77559,0.40619,6.18178,0.848082,dog/cat,surprising
far,bottle,2314,automobile,ship,-6.17972,-5.77559,0.404127,6.17972,0.942217,-,surprising
far,mushroom,9125,bird,deer,-6.17558,-5.77559,0.399985,6.17558,0.907909,-,surprising
near,fox,6505,cat,frog,-6.17092,-5.77559,0.395324,6.17092,0.832573,dog/cat,plausible
far,bowl,6565,frog,bird,-6.16702,-5.77559,0.39143,6.16702,0.977196,-,surprising
far,sunflower,238,bird,frog,-6.15776,-5.77559,0.382173,6.15776,0.974521,-,surprising
far,sunflower,2856,bird,dog,-6.15544,-5.77559,0.379846,6.15544,0.891873,-,surprising
far,mushroom,2937,frog,bird,-6.15531,-5.77559,0.379724,6.15531,0.698337,-,surprising
far,wardrobe,3015,bird,truck,-6.15465,-5.77559,0.379058,6.15465,0.953969,-,surprising
near,pickup_truck,7823,truck,automobile,-6.15383,-5.77559,0.378241,6.15383,0.698,automobile/truck,plausible
near,wolf,684,dog,cat,-6.13351,-5.77559,0.357919,6.13351,0.690379,dog,plausible
near,motorcycle,3525,airplane,horse,-6.12776,-5.77559,0.352168,6.12776,0.972429,automobile/truck,surprising
near,tractor,9922,bird,deer,-6.12415,-5.77559,0.348556,6.12415,0.961503,automobile/truck,surprising
near,leopard,4971,cat,bird,-6.11671,-5.77559,0.341122,6.11671,0.950266,cat,plausible
near,tractor,4027,truck,ship,-6.11626,-5.77559,0.340666,6.11626,0.86112,automobile/truck,plausible
far,sunflower,8689,bird,airplane,-6.11257,-5.77559,0.336978,6.11257,0.948504,-,surprising
far,bowl,865,cat,ship,-6.10199,-5.77559,0.326404,6.10199,0.963974,-,surprising
far,chair,2108,airplane,truck,-6.09974,-5.77559,0.32415,6.09974,0.909649,-,surprising
far,bowl,1410,automobile,dog,-6.07611,-5.77559,0.300518,6.07611,0.969093,-,surprising
near,camel,1573,airplane,horse,-6.07497,-5.77559,0.299383,6.07497,0.979814,horse/deer,surprising
far,sunflower,8470,bird,airplane,-6.07473,-5.77559,0.299136,6.07473,0.977746,-,surprising
near,tractor,4404,airplane,truck,-6.07294,-5.77559,0.297344,6.07294,0.901225,automobile/truck,surprising
far,wardrobe,8804,cat,truck,-6.06871,-5.77559,0.293123,6.06871,0.938574,-,surprising
far,wardrobe,8868,truck,cat,-6.06841,-5.77559,0.292818,6.06841,0.871775,-,surprising
near,leopard,2211,deer,cat,-6.06634,-5.77559,0.29075,6.06634,0.774196,cat,surprising
near,wolf,2933,cat,dog,-6.06395,-5.77559,0.288364,6.06395,0.949128,dog,surprising
near,motorcycle,9007,airplane,frog,-6.06065,-5.77559,0.285055,6.06065,0.980383,automobile/truck,surprising
far,wardrobe,6783,truck,cat,-6.05644,-5.77559,0.280851,6.05644,0.94331,-,surprising
near,fox,9148,cat,dog,-6.04026,-5.77559,0.264671,6.04026,0.874328,dog/cat,plausible
near,wolf,3927,cat,dog,-6.0396,-5.77559,0.264006,6.0396,0.908326,dog,surprising
near,fox,6693,deer,cat,-6.03877,-5.77559,0.263179,6.03877,0.72979,dog/cat,surprising
far,bottle,7728,cat,dog,-6.03343,-5.77559,0.25784,6.03343,0.96448,-,surprising
far,keyboard,8994,airplane,ship,-6.02923,-5.77559,0.253639,6.02923,0.978518,-,surprising
near,leopard,9914,frog,deer,-6.02053,-5.77559,0.24494,6.02053,0.900708,cat,surprising
near,wolf,4153,cat,dog,-6.01915,-5.77559,0.24356,6.01915,0.92531,dog,surprising
far,bowl,8568,airplane,ship,-6.01827,-5.77559,0.242676,6.01827,0.956304,-,surprising
far,mushroom,2332,bird,cat,-6.01577,-5.77559,0.240176,6.01577,0.890245,-,surprising
far,sunflower,4376,frog,bird,-6.00994,-5.77559,0.23435,6.00994,0.709349,-,surprising
near,motorcycle,5342,frog,automobile,-6.00929,-5.77559,0.233704,6.00929,0.937372,automobile/truck,surprising
near,camel,9412,cat,horse,-6.00498,-5.77559,0.22939,6.00498,0.883462,horse/deer,surprising
near,bus,3236,truck,automobile,-6.00336,-5.77559,0.22777,6.00336,0.658194,automobile/truck,plausible
far,keyboard,8472,airplane,ship,-6.00164,-5.77559,0.226047,6.00164,0.957483,-,surprising
near,leopard,3074,frog,cat,-5.99237,-5.77559,0.216781,5.99237,0.92512,cat,surprising
far,wardrobe,4947,cat,ship,-5.99106,-5.77559,0.215469,5.99106,0.950325,-,surprising
far,mushroom,9997,airplane,deer,-5.99086,-5.77559,0.215272,5.99086,0.959873,-,surprising
far,chair,2161,truck,horse,-5.98455,-5.77559,0.208963,5.98455,0.972455,-,surprising
near,wolf,6324,dog,cat,-5.98342,-5.77559,0.207826,5.98342,0.677254,dog,plausible
near,pickup_truck,2396,automobile,truck,-5.98028,-5.77559,0.204693,5.98028,0.754538,automobile/truck,plausible
near,fox,1432,cat,dog,-5.97654,-5.77559,0.200944,5.97654,0.613053,dog/cat,plausible
far,keyboard,3693,automobile,truck,-5.97226,-5.77559,0.196668,5.97226,0.698355,-,surprising
near,camel,5119,airplane,horse,-5.96636,-5.77559,0.19077,5.96636,0.941953,horse/deer,surprising
near,camel,2415,deer,horse,-5.96314,-5.77559,0.18755,5.96314,0.917102,horse/deer,plausible
near,camel,992,horse,deer,-5.96116,-5.77559,0.185572,5.96116,0.851534,horse/deer,plausible
far,wardrobe,1909,cat,truck,-5.95307,-5.77559,0.177481,5.95307,0.956778,-,surprising
far,bottle,8812,truck,automobile,-5.95194,-5.77559,0.176346,5.95194,0.916793,-,surprising
far,mushroom,3962,cat,bird,-5.94964,-5.77559,0.174047,5.94964,0.604741,-,surprising
near,motorcycle,7806,automobile,truck,-5.94795,-5.77559,0.172356,5.94795,0.875044,automobile/truck,plausible
near,motorcycle,6279,automobile,dog,-5.94149,-5.77559,0.165902,5.94149,0.97543,automobile/truck,plausible
near,fox,2828,cat,deer,-5.93731,-5.77559,0.161716,5.93731,0.788122,dog/cat,plausible
far,mushroom,1987,dog,bird,-5.93171,-5.77559,0.156121,5.93171,0.881861,-,surprising
far,bottle,7415,ship,cat,-5.93117,-5.77559,0.155581,5.93117,0.96016,-,surprising
far,bowl,1696,cat,bird,-5.93094,-5.77559,0.155351,5.93094,0.612353,-,surprising
near,fox,8132,dog,deer,-5.92269,-5.77559,0.147095,5.92269,0.887649,dog/cat,plausible
near,fox,8100,dog,cat,-5.922,-5.77559,0.146413,5.922,0.892239,dog/cat,plausible
far,sunflower,4785,bird,airplane,-5.92054,-5.77559,0.144947,5.92054,0.902181,-,surprising
near,leopard,5231,frog,cat,-5.91888,-5.77559,0.143291,5.91888,0.930463,cat,surprising
near,pickup_truck,3537,automobile,truck,-5.9184,-5.77559,0.142813,5.9184,0.576348,automobile/truck,plausible
near,leopard,945,frog,cat,-5.9172,-5.77559,0.141611,5.9172,0.93514,cat,surprising
far,chair,4010,airplane,truck,-5.91675,-5.77559,0.141158,5.91675,0.949022,-,surprising
far,sunflower,7991,dog,cat,-5.91201,-5.77559,0.136414,5.91201,0.837975,-,surprising
near,leopard,5016,deer,cat,-5.90187,-5.77559,0.126279,5.90187,0.820955,cat,surprising
near,camel,6417,bird,dog,-5.90071,-5.77559,0.125119,5.90071,0.614104,horse/deer,surprising
far,mushroom,3493,bird,deer,-5.89534,-5.77559,0.119745,5.89534,0.917615,-,surprising
far,wardrobe,4033,cat,truck,-5.89361,-5.77559,0.118024,5.89361,0.919408,-,surprising
near,pickup_truck,47,truck,automobile,-5.88763,-5.77559,0.112037,5.88763,0.500386,automobile/truck,plausible
near,tractor,5182,ship,deer,-5.88722,-5.77559,0.111627,5.88722,0.966469,automobile/truck,surprising
near,motorcycle,3893,bird,airplane,-5.86151,-5.77559,0.0859231,5.86151,0.510156,automobile/truck,surprising
far,chair,157,truck,cat,-5.85839,-5.77559,0.0827965,5.85839,0.926673,-,surprising
far,bowl,9177,bird,cat,-5.85686,-5.77559,0.081273,5.85686,0.920377,-,surprising
far,keyboard,6419,airplane,automobile,-5.85355,-5.77559,0.0779562,5.85355,0.978235,-,surprising
far,keyboard,147,frog,horse,-5.85339,-5.77559,0.0778026,5.85339,0.963644,-,surprising
near,leopard,8774,cat,frog,-5.85108,-5.77559,0.0754885,5.85108,0.816683,cat,plausible
far,bottle,6089,ship,cat,-5.85015,-5.77559,0.0745573,5.85015,0.967858,-,surprising
far,bowl,7804,ship,airplane,-5.84174,-5.77559,0.0661454,5.84174,0.968764,-,surprising
near,camel,5455,horse,cat,-5.83937,-5.77559,0.0637793,5.83937,0.844618,horse/deer,plausible
far,wardrobe,4910,truck,cat,-5.83928,-5.77559,0.0636916,5.83928,0.766586,-,surprising
far,bottle,6214,ship,truck,-5.83769,-5.77559,0.062097,5.83769,0.962443,-,surprising
far,bowl,3091,ship,truck,-5.83543,-5.77559,0.0598416,5.83543,0.963742,-,surprising
far,chair,2684,horse,airplane,-5.83206,-5.77559,0.0564646,5.83206,0.951624,-,surprising
near,fox,8735,cat,dog,-5.82089,-5.77559,0.0452961,5.82089,0.895691,dog/cat,plausible
far,mushroom,6575,truck,airplane,-5.82083,-5.77559,0.0452346,5.82083,0.968579,-,surprising
near,camel,4345,horse,dog,-5.81746,-5.77559,0.0418658,5.81746,0.808517,horse/deer,plausible
near,motorcycle,6022,truck,airplane,-5.81302,-5.77559,0.0374255,5.81302,0.92708,automobile/truck,plausible
far,keyboard,771,horse,deer,-5.81016,-5.77559,0.0345678,5.81016,0.652098,-,surprising
near,camel,2834,deer,horse,-5.80982,-5.77559,0.0342311,5.80982,0.801602,horse/deer,plausible
far,chair,8498,bird,frog,-5.80657,-5.77559,0.0309786,5.80657,0.90265,-,surprising
near,tractor,2101,ship,deer,-5.80578,-5.77559,0.030189,5.80578,0.958132,automobile/truck,surprising
far,sunflower,2243,bird,frog,-5.80168,-5.77559,0.0260863,5.80168,0.911275,-,surprising
near,camel,8598,deer,horse,-5.7922,-5.77559,0.0166106,5.7922,0.91619,horse/deer,plausible
far,sunflower,714,bird,dog,-5.77814,-5.77559,0.00254483,5.77814,0.686557,-,surprising
far,sunflower,8785,bird,dog,-5.77717,-5.77559,0.00157733,5.77717,0.952024,-,surprising
